菜谱,菜谱链接,用料,评分,用户,图片,菜系,用料数
家常版的『狼牙土豆』,https://www.douguo.com/cookbook/2334549.html,"土豆,青椒,葱,蒜",5.0,海临,https://cp1.douguo.com/upload/caiku/b/2/5/400x266_b247ebcada78968556e37fa46fe11795.jpg,川菜,4
红油抄手,https://www.douguo.com/cookbook/2334724.html,"五花肉馅,抄手皮,大葱,姜,鸡蛋,十三香粉,盐,鸡精,香油,味极鲜酱油,秘制红油辣椒,花椒粉,香菜,香醋",4.8,沙小囡,https://cp1.douguo.com/upload/caiku/2/b/7/400x266_2b46749e78ddb3653a2851a56602e487.jpg,川菜,14
#肉食者联盟#川菜之蒜苗回锅肉,https://www.douguo.com/cookbook/2354141.html,"五花肉 坐墩肉,蒜苗,豆瓣酱,豆豉,姜片,花椒粒,菜籽油,生抽,老抽,甜面酱",5.0,艾蜜,https://cp1.douguo.com/upload/caiku/4/8/7/400x266_48faf149cd9e5d48ff6c58b831fa6297.jpeg,川菜,10
#秋天怎么吃#芹菜炒香干,https://www.douguo.com/cookbook/2351376.html,"香干,芹菜,红椒,豆瓣酱,大蒜,葱",4.9,西蘭,https://cp1.douguo.com/upload/caiku/d/4/c/400x266_d49869d567c708dd929f7d0f8610a74c.jpg,川菜,6
柠檬泡椒鸡爪,https://www.douguo.com/cookbook/2299441.html,"鸡爪,柠檬,醋,盐,冰糖,姜,酱油,泡椒,小米椒,料酒,蒜",4.9,沐沐的小厨房呀,https://cp1.douguo.com/upload/caiku/5/0/f/400x266_50c925f22f674a61160bb9868f73676f.jpeg,川菜,11
#秋天怎么吃# 酸汤肥牛,https://www.douguo.com/cookbook/2350505.html,"肥牛卷,金针菇,小米辣,绿尖椒,黄灯笼辣椒酱,蒜,葱,生姜片,盐,糖,白胡椒粉,鸡精,米醋,菜籽油",4.9,兰惜月,https://cp1.douguo.com/upload/caiku/2/e/6/400x266_2e72d8da0616f249f0a8d261b4cc42e6.jpg,川菜,14
麻辣鸡丝,https://www.douguo.com/cookbook/1696493.html,"鸡胸脯肉,葱,姜,花椒",5.0,尖尖实验室,https://cp1.douguo.com/upload/caiku/4/b/c/400x266_4bc1d442456e1588bd2dacaf0349a48c.jpg,川菜,4
五花肉炒土豆片#母亲节，给妈妈做道菜#,https://www.douguo.com/cookbook/2298631.html,"五花肉,大个的土豆,青辣子,姜,生抽,蚝油,玉米油",4.4,墨韵芊华的小厨房,https://cp1.douguo.com/upload/caiku/7/9/3/400x266_79f83d87d6c83c9f8f85ded788be9ed3.jpg,川菜,7
爆炒花甲肉,https://www.douguo.com/cookbook/2334915.html,"花甲肉,姜丝,葱,胡萝卜,蒜头,花生油,生抽,蚝油,料酒",5.0,a开心果a,https://cp1.douguo.com/upload/caiku/4/b/f/400x266_4bac750f5e1965cfcbe8d7d62053bf8f.jpg,川菜,9
干锅土豆片（全素）,https://www.douguo.com/cookbook/1720353.html,"土豆,胡萝卜,青椒,葱白,大蒜,生抽,白糖,郫县豆瓣酱,盐",5.0,肉肉烧,https://cp1.douguo.com/upload/caiku/3/f/a/400x266_3f9a62d9ea06f35c2e6755ba4226b78a.jpg,川菜,9
年夜菜-川香麻婆豆腐,https://www.douguo.com/cookbook/2018756.html,"卤水豆腐,牛肉末,郫县豆瓣酱,蒜末,青花椒,糖,葱,小米辣椒,水淀粉",4.8,小米周周_,https://cp1.douguo.com/upload/caiku/1/a/2/400x266_1a7bab29c2563d59e8fd204a3d54a4c2.jpeg,川菜,9
秘制川香回锅肉#厨此之外，锦享美味#,https://www.douguo.com/cookbook/1608183.html,"五花肉,蒜苗,红辣椒,郫县豆瓣酱,花椒,盐,生姜片,白糖,鸡粉,料酒",4.8,泣哥儿,https://cp1.douguo.com/upload/caiku/3/d/c/400x266_3da7adfc91670739b30603484bbf7f0c.jpeg,川菜,10
#母亲节，给妈妈做道菜#香酥咸蛋黄焗鸡翅,https://www.douguo.com/cookbook/2296929.html,"鸡翅中,花雕酒,生抽,白糖,盐,玉米淀粉,面粉,咸蛋黄,油",4.8,简爱美食屋,https://cp1.douguo.com/upload/caiku/0/8/9/400x266_08e19cffff096aa2ef6d989d854116a9.jpeg,川菜,9
#《风味人间》美食复刻大挑战#土豆烧牛肉,https://www.douguo.com/cookbook/1724096.html,"牛腱子肉,土豆,胡萝卜,青椒,料酒,大葱,干红辣椒,八角,桂皮,生姜,红烧酱油,盐,鸡精,食用油",4.8,妞妞妈美食,https://cp1.douguo.com/upload/caiku/9/0/5/400x266_90074c259ba98fb108d8018c9bff1f25.jpg,川菜,14
酸汤肥牛（微辣版）,https://www.douguo.com/cookbook/1715792.html,"肥牛卷,金针菇,蒜,葱,姜,泡椒,泡椒水,剁椒,白醋,香葱（装饰）,盐,油",4.7,美食妃英理,https://cp1.douguo.com/upload/caiku/1/c/f/400x266_1c71f910aac8564711b20a082619190f.jpeg,川菜,12
鱼香肉丝#蒸派or烤派#,https://www.douguo.com/cookbook/1626342.html,"里脊肉,木耳,青椒,葱姜丝,郫县豆瓣酱,油,料酒,木薯淀粉,生抽,白糖,米醋,蚝油,鸡精,盐,芝麻油,红椒,彩椒,花菇,鸡蛋,胡椒粉",5.0,月色家的小厨房,https://cp1.douguo.com/upload/caiku/d/f/f/400x266_dfa15666fe54bd7ec05fe4c065bfa68f.jpeg,川菜,20
蒜蓉金针菇,https://www.douguo.com/cookbook/2056769.html,"金针菇,大蒜,小米椒,绿线椒",5.0,果果郭美食记,https://cp1.douguo.com/upload/caiku/5/6/b/400x266_56a08e81f7ae2a348e60a28532006ddb.jpg,川菜,4
家常豆腐,https://www.douguo.com/cookbook/2074211.html,"豆腐,胡萝卜,青椒,番茄酱,蚝油,淀粉,水,味精,植物油,糖",4.3,__Bobo__,https://cp1.douguo.com/upload/caiku/6/b/1/400x266_6b4eec3bd953ee31452e03e99faa6d71.jpg,川菜,10
老干妈炒五花肉片,https://www.douguo.com/cookbook/2291423.html,"五花肉,老干妈豆豉油辣椒,酱油,盐,姜片,黑胡椒酱,白砂糖",5.0,懿依坊,https://cp1.douguo.com/upload/caiku/3/b/5/400x266_3ba1726f1fc983363cc86f4914d1aeb5.jpeg,川菜,7
万能调味汁【家常冒鸭血】,https://www.douguo.com/cookbook/2383039.html,"鸭血,杭椒,蒜,姜,料酒,郫县豆瓣酱,生抽,白糖,盐,香菜",5.0,畏惧水的杯子,https://cp1.douguo.com/upload/caiku/3/b/7/400x266_3b18d01c225d943f77eb5cbbb36d5717.jpg,川菜,10
蒜蓉粉丝娃娃菜,https://www.douguo.com/cookbook/1714321.html,"娃娃菜,粉丝,大蒜,生抽,盐,鸡精,花生油",5.0,Miko的小厨房,https://cp1.douguo.com/upload/caiku/f/c/8/400x266_fce8a8dc2dd3730b29e8aadd81b3b7e8.jpeg,川菜,7
四川红油抄手#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1528220.html,"抄手皮,猪肉,胡萝卜,鸡蛋,香油,生抽,姜,蒜,红油,醋,白糖,葱,花椒油",5.0,小C美食记,https://cp1.douguo.com/upload/caiku/e/a/3/400x266_ead79411e6d8fb5ba13a782df17e68e3.jpg,川菜,13
素食——芹菜胡萝卜炒香干,https://www.douguo.com/cookbook/1721693.html,"芹菜,胡萝卜,香干,蒜,姜,白胡椒,盐,蚝油,香油,鸡精",4.1,A_gril_A_Dream,https://cp1.douguo.com/upload/caiku/f/7/2/400x266_f7453e41233430331ba6f60ab5a76992.jpeg,川菜,10
脆皮烤全鸡,https://www.douguo.com/cookbook/1717882.html,"走地鸡,姜,蒜,盐,特鲜酱油,白酒或者米酒",4.8,小龙IRIS,https://cp1.douguo.com/upload/caiku/0/9/9/400x266_098b3248a993b91351bcaa8119c679f9.jpeg,川菜,6
扁豆丝炒腊肉(意想不到的下饭菜),https://www.douguo.com/cookbook/1717895.html,"扁豆,辣椒,腊肉,葱,姜,蒜,干辣椒,盐,糖,耗油",5.0,米思高,https://cp1.douguo.com/upload/caiku/8/6/9/400x266_86ecbbc5b95c1162c7aa2243bc4fdd89.jpg,川菜,10
一食半刻 |蒜泥白肉,https://www.douguo.com/cookbook/1516634.html,"五花肉,大蒜,小葱,姜,花椒",4.8,小熊萌食堂,https://cp1.douguo.com/upload/caiku/f/8/6/400x266_f8d4df91ac68796ad3b4c17f3979bff6.jpg,川菜,5
川北凉粉,https://www.douguo.com/cookbook/2074746.html,"豌豆淀粉,清水,清水,生抽,花椒油,醋,蒜,生抽,油泼辣子,花生碎,葱花,香菜,小米辣",4.7,妞妞仔仔多多,https://cp1.douguo.com/upload/caiku/e/2/1/400x266_e27cd2bab948a2664a876f8fffec6bc1.jpg,川菜,13
麻辣蒜香小龙虾,https://www.douguo.com/cookbook/2298761.html,"小龙虾,花椒油,干锅调料,蒜蓉,姜,米酒,生抽,葱,鸡精,白糖,香菜",5.0,叶子美味,https://cp1.douguo.com/upload/caiku/9/4/7/400x266_94e1d03c4ccf25588a4acb2b3170ce77.jpeg,川菜,11
五香牛肉干|| Spiced Beef Jerky,https://www.douguo.com/cookbook/1723131.html,"牛肉,黄酒,花椒,八角,桂皮,生姜,耗油,生抽,盐,糖,五香",4.8,小米周周_,https://cp1.douguo.com/upload/caiku/7/d/9/400x266_7d339d22a4571ccb9cdaa98d52e38f09.jpeg,川菜,11
馋嘴零食——麻辣豆干#晒出你的团圆大餐#,https://www.douguo.com/cookbook/2342413.html,"豆干,麻椒,辣椒段,孜然粒,蚝油,醋,生抽,糖,鸡精,孜然粉、辣椒粉,芝麻",5.0,是梦梦呀丶,https://cp1.douguo.com/upload/caiku/3/6/c/400x266_36b7e0a77e481a0d8a266159af0b43ec.jpeg,川菜,11
芹菜红椒炒香干,https://www.douguo.com/cookbook/2070242.html,"香干,小芹菜,甜红椒,植物油,盐,耗油",5.0,小新家,https://cp1.douguo.com/upload/caiku/8/8/f/400x266_8892587cc3bb0c0e3cdd43640b7eb4ff.jpg,川菜,6
辣子鸡丁,https://www.douguo.com/cookbook/2061129.html,"鸡胸肉,干红辣椒,料酒,青辣椒,红辣椒,姜,蒜,生抽,盐,鸡精,油",4.7,北纬yhz,https://cp1.douguo.com/upload/caiku/5/5/9/400x266_5593f3dba77b82ed3cf80c465d0a62a9.jpg,川菜,11
在家也能吃到的小酥肉,https://www.douguo.com/cookbook/2393636.html,"肥瘦肉,花椒,姜粉,胡椒粉,盐,生抽,鸡蛋,淀粉",5.0,晚风中的紫罗兰,https://cp1.douguo.com/upload/caiku/e/6/1/400x266_e6add163bb6990ea6e60f0f6a1968f41.jpg,川菜,8
剁椒鸡丁－迷迭香,https://www.douguo.com/cookbook/1593209.html,鸡大腿,5.0,迷迭香Rosemary,https://cp1.douguo.com/upload/caiku/2/5/b/400x266_25f4362ff71542bef1e5b6cb8c57c8eb.jpg,川菜,1
尖椒爆炒肥肠,https://www.douguo.com/cookbook/1719627.html,"尖椒,蒜,酱油,盐,猪大肠,香菜,大蒜,芹菜,小米椒,料酒,胡萝卜",4.8,铿锵玫瑰甜甜妈妈,https://cp1.douguo.com/upload/caiku/3/8/3/400x266_388d6ff4f72eb89582ebe2cd2b3aa2b3.jpg,川菜,11
黄瓜凉拌酸辣蕨根,https://www.douguo.com/cookbook/1497793.html,"蕨根粉,黄瓜,花生米",5.0,搬个凳子看戏,https://cp1.douguo.com/upload/caiku/a/6/4/400x266_a6fec268953d0bb7687596ed9a185994.jpg,川菜,3
下饭菜—青椒炒鸡蛋,https://www.douguo.com/cookbook/1718489.html,"青椒,鸡蛋,盐,调料水,食用油",4.8,Liliumlys,https://cp1.douguo.com/upload/caiku/9/b/a/400x266_9b30d52ecb01249ce68501090de2187a.jpeg,川菜,5
鱼香肉丝,https://www.douguo.com/cookbook/1719510.html,"土豆,胡萝卜,木耳,青椒,瘦猪肉,葱,郫县豆瓣酱,朝天椒,糖,番茄沙司,食用油,耗油,味极鲜,盐,水",4.8,爱新觉罗_金金,https://cp1.douguo.com/upload/caiku/f/d/1/400x266_fde9ed8d752af87fb46cc1f0cc7e6951.jpeg,川菜,15
醋溜大白菜,https://www.douguo.com/cookbook/1723861.html,"白菜,蒜头,干辣椒,醋,盐,白糖,生抽,鸡精",4.7,念念的小灶,https://cp1.douguo.com/upload/caiku/4/1/c/400x266_41d5be6928b6d0dab29c0130528edc1c.jpeg,川菜,8
麻辣鸡丝,https://www.douguo.com/cookbook/1525163.html,"鸡胸脯肉,生姜,香葱,料酒,麻辣酱汁：,醋,生抽,辣椒油,白芝麻(熟),花椒油,白糖",5.0,小圆的厨房,https://cp1.douguo.com/upload/caiku/d/7/e/400x266_d79b6512ac1f1602efebde6b849203ee.jpg,川菜,11
干拌麻辣牛肉 ---附详细卤牛肉做法,https://www.douguo.com/cookbook/1518300.html,"牛腱肉,桂皮,花椒,香叶,丁香,八角,陈皮,干辣椒,生抽,老抽,芝麻,生姜,大蒜,葱结,小米辣,香菜",5.0,美姐姐的小资生活,https://cp1.douguo.com/upload/caiku/0/d/0/400x266_0db6854fa844fe006408a52760453530.jpg,川菜,16
#硬核菜谱制作人#炸酥肉,https://www.douguo.com/cookbook/2328682.html,"猪里脊,生姜,花椒面,葱段,黑胡椒,盐,生抽,水,鸡蛋,红薯淀粉,食用油",5.0,鱼鱼鱼鱼鱼魚,https://cp1.douguo.com/upload/caiku/c/c/7/400x266_cc61068d72cba1b5636263b197878ec7.jpeg,川菜,11
家常鱼香肉丝,https://www.douguo.com/cookbook/1564622.html,"里脊肉,木耳,胡萝卜,葱花,香醋,白糖,料酒,酱油,郫县豆瓣酱,生粉,清水",4.8,火火菇凉y,https://cp1.douguo.com/upload/caiku/f/f/e/400x266_ff1ec38561c966fb567c7dedad0f50be.jpg,川菜,11
就爱这一口-重庆烤脑花,https://www.douguo.com/cookbook/1511354.html,"脑花,榨菜,小米椒,香菜,大蒜,姜,料酒,藤椒油,辣椒油,孜然粉,盐,鸡精,生菜叶",4.5,美国厨娘,https://cp1.douguo.com/upload/caiku/3/d/8/400x266_3dee6b51e2f24fe045818b70a9438d18.jpeg,川菜,13
下饭神器香干蒜苔粒,https://www.douguo.com/cookbook/2061497.html,"蒜苔,香干,大红椒,蒜粒",4.8,西蘭,https://cp1.douguo.com/upload/caiku/4/a/d/400x266_4a1000f3b0059f6e0b488f603ff5d70d.jpg,川菜,4
#一道菜表白豆果美食#狼牙土豆条,https://www.douguo.com/cookbook/2389949.html,"土豆,小米椒,葱花,油辣子,盐,烧烤料,孜然粒",4.8,厨色生香,https://cp1.douguo.com/upload/caiku/e/5/c/400x266_e5a623da1f1ba53e5b7056c7538141bc.jpg,川菜,7
家常宫保鸡丁,https://www.douguo.com/cookbook/2296307.html,"鸡胸肉,莴笋,花生米,干辣椒,姜葱蒜,盐,味鸡精,白糖,醋,生抽,淀粉,油",5.0,飘味香,https://cp1.douguo.com/upload/caiku/3/a/6/400x266_3aa28f14ff4763c521c8e095190e7cf6.jpeg,川菜,12
超级下饭菜——麻辣水豆腐,https://www.douguo.com/cookbook/2334608.html,"嫩豆腐,香菇,蒜,干辣椒,生抽,老抽,蚝油,豆瓣酱,淀粉,水,葱花,花椒粉",4.8,木华柚柚妈,https://cp1.douguo.com/upload/caiku/1/f/9/400x266_1fa0321a00cef485a0c2e6010fd9f369.jpeg,川菜,12
客家酿豆腐,https://www.douguo.com/cookbook/1725176.html,"豆腐,猪肉,蚝油,盐,香菇,胡萝卜,香菜",4.2,食光饥,https://cp1.douguo.com/upload/caiku/9/0/e/400x266_9099bb0d308e61236bf6701fc605764e.jpeg,川菜,7
家常麻婆豆腐,https://www.douguo.com/cookbook/2381825.html,"嫩豆腐,肉末,葱,蒜,姜,老抽,郫县豆瓣酱,胡椒粉,糖,花椒,花椒粉,清水,水淀粉",5.0,莫哂之,https://cp1.douguo.com/upload/caiku/0/8/d/400x266_0858606e5aacb7294c8b752a518fabcd.jpeg,川菜,13
川味干锅鸡翅#金龙鱼外婆乡小榨菜籽油 最强家乡菜#,https://www.douguo.com/cookbook/1606954.html,"鸡翅中,土豆,干辣椒,芹菜,大蒜,生姜,郫县豆瓣酱,生抽,白砂糖,芝麻,淀粉",4.8,深蓝小米粥,https://cp1.douguo.com/upload/caiku/c/d/7/400x266_cd7751f6e161008ce0381fe47f39c3e7.jpg,川菜,11
#快手又营养，我家的冬日必备菜品#白菜西红柿烧豆腐,https://www.douguo.com/cookbook/2381230.html,"大白菜,北豆腐,西红柿,葱,姜,蒜,盐,生抽,蚝油",4.8,媚娘小厨,https://cp1.douguo.com/upload/caiku/5/9/7/400x266_59533265eb18a3e751e10080d0241df7.jpeg,川菜,9
水煮肉片,https://www.douguo.com/cookbook/1536016.html,"猪里脊肉,葱姜,郫县豆瓣酱,辣椒面,花椒,淀粉,莴苣,芹菜,蒜苗,小油菜,淀粉",4.7,丽猫子_,https://cp1.douguo.com/upload/caiku/7/4/3/400x266_74513deec01ebaeb207eac1867c353b3.jpeg,川菜,11
麻婆豆腐,https://www.douguo.com/cookbook/1616719.html,"五花肉,麻椒粉,花椒粉,郫县豆瓣酱,葱姜蒜,豆腐",4.7,华强的吃货世界,https://cp1.douguo.com/upload/caiku/4/9/5/400x266_490ad01af5049b0dc15cb5e379a3e505.jpeg,川菜,6
脆爽糖醋腌萝卜,https://www.douguo.com/cookbook/1723259.html,"萝卜,糖,盐,生抽,陈醋",5.0,薇小厨美食记,https://cp1.douguo.com/upload/caiku/0/4/3/400x266_0485b70fcbd409dc6b78296453fe5a53.jpg,川菜,5
烧鸡爪#《风味人间》美食复刻大挑战#,https://www.douguo.com/cookbook/1722132.html,"鸡爪,姜片,香料,葱姜蒜,香叶,八角,桂皮,草果,干辣椒,郫县豆瓣酱,老抽,味极鲜酱油,糖,鸡爪汤,油",4.7,椛吃,https://cp1.douguo.com/upload/caiku/3/2/6/400x266_325c93d0327dab0f2cf8649ecd30d036.jpeg,川菜,15
蒜苔炒肉,https://www.douguo.com/cookbook/2066531.html,"蒜苔,猪瘦肉,耗油,盐,鸡精",4.8,食光饥,https://cp1.douguo.com/upload/caiku/0/a/f/400x266_0a747adfbb072ec3c80604479ec8334f.jpeg,川菜,5
麻辣鸡丝：特别过瘾的经典川菜,https://www.douguo.com/cookbook/1518601.html,"鸡胸肉,大黄瓜,蒜苗,辣椒面（根据口味需要）,食用油,香醋,白醋,芝麻香油,花椒油,盐,糖,煮鸡肉的汤,大葱（煮肉用）,生姜（煮肉用）,盐（煮肉用）",5.0,澜HandMade,https://cp1.douguo.com/upload/caiku/2/f/d/400x266_2fb1f5ac60b73d1fff02fdb7158a70ad.jpeg,川菜,15
风味烤豆腐,https://www.douguo.com/cookbook/1723896.html,"豆腐,孜然粉,辣椒粉,盐,生抽,老抽,食用油,蜂蜜,葱花,白芝麻",5.0,风意画,https://cp1.douguo.com/upload/caiku/8/1/b/400x266_813f2788f94eaac8af61f10292cd94ab.jpeg,川菜,10
陈皮柠汁醋萝卜～消积解腻！,https://www.douguo.com/cookbook/1723206.html,"白萝卜,盐,糖,白醋,凉开水,小米辣,陈皮,柠檬",4.0,小乔的美好食光,https://cp1.douguo.com/upload/caiku/3/c/5/400x266_3c4c496e5936057e3eadfb2c7c0fccf5.jpg,川菜,8
冷吃兔,https://www.douguo.com/cookbook/1696167.html,"兔肉,辣椒段,生姜,大葱,大蒜,白芝麻,香叶,料酒,生抽,白砂糖,食盐,三奈,八角,桂皮,小葱,青花椒,陈皮,食用油,胡椒粉",5.0,沁仪,https://cp1.douguo.com/upload/caiku/f/5/4/400x266_f539aaeae7a0f566b94a6c73ac02a824.jpeg,川菜,19
快手菜——手撕包菜,https://www.douguo.com/cookbook/1711155.html,"包菜,五花肉,油,蒜片,味极鲜,干辣椒,盐,香葱段",4.8,美食妃英理,https://cp1.douguo.com/upload/caiku/c/b/6/400x266_cb12d2be280615d5610edde6fd67aec6.jpeg,川菜,8
水煮牛肉,https://www.douguo.com/cookbook/2352313.html,"牛肉,蛋清,玉米淀粉,豆芽,芹菜,红油辣椒酱,盐,糖,味精,油,大蒜,干辣椒,芝麻,香菜,新鲜辣椒,青花椒",4.8,蓝洛凌,https://cp1.douguo.com/upload/caiku/b/9/0/400x266_b948cf3c7554d2e296bc374374980c50.jpg,川菜,16
家常版—麻婆豆腐,https://www.douguo.com/cookbook/1500716.html,"豆腐,猪肉,料酒,生抽,豆瓣酱,盐,糖,蚝油,小葱",4.8,A芈菇凉,https://cp1.douguo.com/upload/caiku/a/8/7/400x266_a858c8d6975e852d9a26e38e2ae7a0a7.jpeg,川菜,9
超级下饭的辣子鸡,https://www.douguo.com/cookbook/2338574.html,"鸡大腿,干辣椒,花椒,生姜,大蒜,盐,料酒,生抽,蚝油,胡椒粉,熟花生,熟芝麻,芝麻油,葱花",5.0,凝家小铺,https://cp1.douguo.com/upload/caiku/9/4/f/400x266_94491f6298f01463b4b65da87e073c7f.jpeg,川菜,14
#无油版#梅干菜红烧肉,https://www.douguo.com/cookbook/2309670.html,"五花肉,梅干菜,大蒜,生姜,香葱,盐,冰糖,大料,香叶,花椒,干辣椒",5.0,莽莽儿,https://cp1.douguo.com/upload/caiku/a/a/6/400x266_aa33cd70297dd263975a81cfc358fb46.jpg,川菜,11
圆生酒香萝栗鸭,https://www.douguo.com/cookbook/1722862.html,"鸭腿,栗子,萝卜,五香粉,香叶,啤酒,料酒,生抽,醋,白糖,山楂,姜,洋葱,蒜",5.0,sure汪,https://cp1.douguo.com/upload/caiku/c/e/d/400x266_ce167d209c1eff51ef080b0f81892e7d.jpg,川菜,14
干煸辣子兔丁,https://www.douguo.com/cookbook/1671436.html,"兔肉,香芹,干辣椒,干花椒,姜丝,大蒜,葱白,盐,鸡粉,白糖,蚝油,醋,白胡椒粉,熟白芝麻,料酒",4.8,泣哥儿,https://cp1.douguo.com/upload/caiku/7/8/c/400x266_789cb5e0e962420c8b246fc2e7af238c.jpeg,川菜,15
四川蚂蚁上树#蔚爱边吃边旅行#,https://www.douguo.com/cookbook/1527243.html,"粉丝,胡萝卜,青椒,猪肉,菜籽油,姜蒜,豆瓣酱,葱,淀粉,水,葱",4.5,小C美食记,https://cp1.douguo.com/upload/caiku/6/c/5/400x266_6c64fad5d1f42b779d9fb076cedb7a25.jpg,川菜,11
#母亲节，给妈妈做道菜#清爽的玉米笋拌腐竹,https://www.douguo.com/cookbook/2298301.html,"新鲜玉米笋,腐竹,黑木耳,蒜,醋,生抽,绵白糖,香油",4.2,霖的吃货铺,https://cp1.douguo.com/upload/caiku/a/9/3/400x266_a9222b0c044e4dd6fb83bdc6e5a18d63.jpeg,川菜,8
家常小炒干锅花菜,https://www.douguo.com/cookbook/2301000.html,"有机花菜,香肠,酱油肉,油,红油豆瓣酱,盐,糖",5.0,蓝洛凌,https://cp1.douguo.com/upload/caiku/2/2/b/400x266_22cb66251dd1d6db946ea3798bc60d6b.jpg,川菜,7
#窈窕蔬女   轻而易举#酸菜鱼片汤,https://www.douguo.com/cookbook/2068162.html,"草鱼,酸菜,葱,姜,蒜,红辣椒,藤椒,油,郫县豆瓣酱,蒜蓉辣椒酱,料酒,蚝油,糖,盐,味精,蛋清,淀粉",4.8,家和万事兴顺顺顺,https://cp1.douguo.com/upload/caiku/4/1/8/400x266_41de154e3394ba7689dcbd11e3605868.jpeg,川菜,17
#母亲节，给妈妈做道菜#      藿香鲫鱼,https://www.douguo.com/cookbook/2296997.html,"鲫鱼,藿香叶,泡辣椒,泡姜,葱,生姜片,蒜末,泡豇豆,菜籽油,花椒,水淀粉,味鸡精,干辣椒,野山椒,小青椒",4.8,飘味香,https://cp1.douguo.com/upload/caiku/b/0/7/400x266_b091cf7b6c538012336fd5cdca89d307.jpeg,川菜,15
香煎茄盒—健康少油,https://www.douguo.com/cookbook/1722953.html,"长茄子,肉馅,葱末,姜末,盐,味极鲜,白胡椒粉,料酒,鸡蛋,面粉,淀粉,花生油",5.0,蓝色夏季,https://cp1.douguo.com/upload/caiku/f/f/5/400x266_ff6286bff32a6f8d5d00d7a628059b95.jpeg,川菜,12
酸辣凉虾,https://www.douguo.com/cookbook/2305529.html,"豌豆淀粉,水,蒜末,醋",4.7,个性胜过姿色,https://cp1.douguo.com/upload/caiku/4/b/f/400x266_4b9bcc245de3c6c1b387ed9786e68fbf.jpg,川菜,4
红烧肉炖鹌鹑蛋,https://www.douguo.com/cookbook/2339937.html,"五花肉,葱姜,盐,老抽,料酒,花椒,八角,冰糖,鹌鹑蛋,桂皮,肉蔻",5.0,wiwiwi,https://cp1.douguo.com/upload/caiku/6/a/2/400x266_6acccc6acd7ebf7c4a22fbd5d2fafba2.jpeg,川菜,11
凉拌木耳西蓝花#春季减肥，边吃边瘦#,https://www.douguo.com/cookbook/2288549.html,"西蓝花,干木耳,胡萝卜,蒜,醋,蚝油,小米辣",5.0,伊尚斐斐,https://cp1.douguo.com/upload/caiku/7/7/e/400x266_77aaae171f46ea183d52de6f45034bbe.jpeg,川菜,7
蒜蓉金针菇,https://www.douguo.com/cookbook/1714219.html,"金针菇,大蒜,油,葱,白糖,生抽",4.5,妍媽美食,https://cp1.douguo.com/upload/caiku/f/d/7/400x266_fde11b730c7837a23f2e0ed974e47b37.jpg,川菜,6
酸豆角炒肉末,https://www.douguo.com/cookbook/1718312.html,"酸豆角,肉末,蒜末,生抽,盐,新鲜豇豆,姜末,酸泡椒,香油",5.0,*star丶时光,https://cp1.douguo.com/upload/caiku/1/5/f/400x266_152e01a748bbe6111fb1c221f614935f.jpeg,川菜,9
手撕包菜（酸辣版）,https://www.douguo.com/cookbook/2365787.html,"包菜,五花肉,食用盐,白砂糖,生抽,蚝油,黄豆酱,香醋,姜蓉,蒜蓉,小米辣,干辣椒,葱段,食用油,玉米淀粉,饮用水",4.0,冯卤蛋z,https://cp1.douguo.com/upload/caiku/d/0/7/400x266_d01fe419243573528dc0ee321ea0fd77.jpg,川菜,16
